song_title,lyrics
In My Tree,"Up here in my tree, yeah
Newspapers matter not to me, yeah
No more crowbars to my head, yeah
I'm trading stories with the leaves instead, yeah
Wave to all my friends, yeah
They don't seem to notice me, no
All their eyes trained on the street, yo, oh
Sidewalk cigarettes and scenes, (tem-pted)
Up here so high I start to shake
Up here so high the sky I scrape
I'm so high I hold just one breath here within my chest
Just like innocence
(Eddie's down in his home)
(Oh, the blue sky it's his home)
(Eddie's blue sky home)
(Oh, the blue sky it's his home)
I remember when, yeah
I swore I knew everything, oh yeah
Let's say knowledge is a tree, yeah
It's growing up just like me, yeah
I'm so light the wind he shakes
I'm so high the sky I scrape
I'm so light I hold just one breath and flew back to my nest
Sleep with innocence...
Up here so high the boughs they break
Up here so high the sky I scrape
Had my eyes peeled both wide open, and I got a glimpse
Of my innocence... got back my inner sense...
Baby got it, still got it"
Smile,"Don't it make you smile? Don't it make you smile? When the sun don't shine, (it don't shine at all.)
Don't it make you smile?
Don't it make you smile?
Don't it make me smile? Yeah.
When the sun don't shine, it don't shine at all. Yeah.
Don't it make me smile?
I miss you already. I miss you always.
I miss you already, yeah. I miss you all day.
This is how I feel.
I miss you already, yeah. I miss you always.
Three crooked hearts. Swirls all around, yeah.
I miss you all day.
Don't it make you smile?
Don't it make you smile?
Three crooked hearts. Swirls all around.
Don't it make you smile?"
Off He Goes,"Know a man
His face seemed pulled and tense
Like he's ridin' on a motorbike
In the strongest winds
So I approach with tact
Suggest that he should relax
But he's always movin' much too fast
Said he'll see me on the flip side
On this trip he's taken for a ride
He's been takin' too much on
There he goes with his perfectly unkept hope
There he goes
He's yet to come back
But I seen his picture
It doesn't look the same up on the rack
We go way back
I wonder 'bout his insides
It's like his thoughts are too big for his size
He's been taken...where, I don't know
Off he goes with his perfectly unkept hope
There he goes
And now I rub my eyes, for he has returned
Seems my preconceptions are what should have been burned
For he still smiles... And he's still strong
Nothing changed but the surroundin' bullshit
That has grown
And now he's home and we're laughin'
Like we did, my same old, same old friend
Until a quarter to ten
I saw the strain creep in
He seems distracted and I know just what is going to happen next
Before his first step, he's off again"
Habit,"See it happen to a couple of friends.
Seen it happen and the message it sends.
Takeing off for what's an obvious fall.
Just to see what all the fuss is about.
It's not your way.
Not your way.
It's not your way.
Another habit says it's in love with you.
Another habit says it's long overdue.
Another habit like an unwanted friend.
I'm so happy with my righteous self.
It's not your way.
Not your way.
It's not your way.
Never thought you'd habit. Never thought you'd habit. Never thought you'd habit. I never thought you... Never thought you.
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
I never thought you... Never never thought you.
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
Speaking as a child of the 90's...
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
I never thought you... Never thought you.
Never thought you'd habit.
Never thought you'd habit.
Never thought you'd habit.
I never thought you... Never never thought you.
Never... Never me. Never you. Never me."
Red Mosquito,"(Line one, mighty fine.)
Watched from the window with a red mosquito.
I was not allowed to leave the room.
I saw the sun go down and now it's coming up.
Somewhere in the time between I was bitten.
Must have been the devil.
He was just paying me a little visit.
Reminding me of his presence.
Letting me know he's a-waiting. Ohh...
Red man's your neighbor. Call it behavior.
While you're climbing up slippery hills.
Two steps ahead of him. Punctures in your neck.
Hovering just above your bed.
Hovering just above your bed.
I was bitten must have been the devil.
He was just paying me a little visit.
Reminding me of his presence.
And letting me know he's a-waiting.
He's a-waiting ohh there. Yeah.
If I had known then what I know now...
If I had known then what I know now...
If I had known then what I know now...
If I had known then what I know now..."
Lukin,"Drive down the street can't find the keys to my own fucking home.
I'll take a walk so I could curse my ass for being dumb.
I'll make a right, after the arches, stinking grease and bone.
Stopped at the supermarket people stare like I'm a dog.
I'm going to Lukin's.
I've got a spot at Lukin's.
I knocked the door at Lukin's.
Open the fridge. Now I know life is worth.
I found the key but I return to find an open door.
Some fucking freak who claims I fathered, by rape, her own son.
I find my wife, I call the cops, this days work's never done.
The last I heard that freak was purchasing a fucking gun."
Present Tense,"Do you see the way that tree bends? Does it inspire
Leaning out to catch the sun's rays. A lesson to be applied.
Are you getting something out of this all encompassing trip?
You can spend your time alone redigesting past regrets, ohh, or you can come to terms and realize you're the only one who can forgive yourself. Oh.
Makes much more sense to live in the present tense.
Have you ideas on how this life ends?
Checked your hands and studied the lines.
Have you the belief that the road ahead ascends off into the light?
Seems that needlessly it's getting harder to find an approach and a way to live.
Are we getting something out of this all encompassing trip.
You can spend your time alone redigesting past regrets, ohh, or you can come to terms and realize you're the only one who cannot forgive yourself. Oh, ohh.
Makes more sense to live in the present tense."
Mankind,"You'll be going out with radio, going out with disco, going out like bacchanal.
I'll be going out with telephone, going out alone, to the radar zone.
It's all just inadvertent imitation. And I don't mean mine.
It's all across this nation.
If it's just inadvertent simulation. A pattern in all mankind.
What's got the whole world faking it?
I'll be playing with my magazine, using up my Listerine, like Ovaltine.
And you'll be dipping in your battleship, for the latest tip, for the latest dream.
It's all just inadvertent imitation. And I don't mean mine.
It's all across this nation.
If it's just inadvertent simulation. A pattern in all mankind.
What's got the whole world faking it?
If it's just inadvertent imitation. A pattern in all mankind.
What's got the whole world faking it?
What's got the whole world faking...
What's got the whole world faking...
What's got the whole world faking...
What's got the whole world faking...
What's got the whole world faking it? Yeah."
I'm Open,"A man lies in his bed in a room with no door.
He waits hoping for a presence, something, anything, to enter.
After spending half his life searching he still felt as blank as the ceiling at which he's staring.
He's alive but feels absolutely nothing. So is he?
When he was six he believed that the moon overhead followed him, by nine he had deciphered the illusion trading magic for fact.
No tradebacks.
So this is what it's like to be an adult.
If he only knew now what he knew then...
I'm open,
I'm open,
Come in.
Come in.
Come in.
Come in.
I'm open,
I'm open,
Yeah... Woo...
Come in.
Come in.
Come in.
Come in.
Lying sideways atop crumpled sheets and no covers he decides to dream.
Dream up a new self for himself."
Around the Bend,"I'm wishing you all well.
Mind a peace within your cell.
Covers up I cast you off.
I'll be watching as you breathe.
I lie still, you move, I send you off around the bend.
I hold your head deep in my arms.
My fingertips they close your eyes.
Off you dream my little child.
There's a sun around the bend.
There's a sun around the bend.
All evenings close like this.
All these moments that I've missed.
Please forgive me, won't you dear?
Please forgive and let me share with you around the bend.
You're an angel when you sleep.
How I want your soul to keep on, and on, around the bend."
